frame,timestamp,face_detection_confidence_score,pitch_indicative_ratio,yaw_indicative_ratio,AU1,AU2,AU4,AU5,AU6,AU9,AU12,AU15,AU17,AU20,AU25,AU26
1,0.000,0.94,0.69,0.43,0.07,0.09,-0.09,-0.03,-0.12,0.06,-0.09,0.24,2.07,1.50,0.16,1.47
2,0.033,0.94,0.68,0.43,0.09,0.12,-0.10,-0.05,-0.10,0.06,-0.09,0.29,2.29,1.52,0.16,1.38
3,0.067,0.94,0.69,0.43,0.08,0.11,-0.08,-0.04,-0.09,0.04,-0.08,0.22,2.28,1.44,0.15,1.50
4,0.100,0.94,0.69,0.43,0.05,0.11,-0.08,-0.04,-0.10,0.04,-0.11,0.27,2.33,1.51,0.21,1.45
5,0.133,0.95,0.69,0.43,0.08,0.13,-0.11,-0.04,-0.10,0.04,-0.10,0.21,2.27,1.42,0.24,1.51
6,0.167,0.95,0.69,0.43,0.07,0.11,-0.12,-0.03,-0.11,0.06,-0.07,0.23,2.28,1.44,0.23,1.51
7,0.200,0.95,0.70,0.44,0.09,0.10,-0.11,-0.03,-0.10,0.04,-0.06,0.28,2.38,1.33,0.26,1.43
8,0.233,0.94,0.70,0.44,0.10,0.12,-0.08,-0.03,-0.09,0.04,-0.08,0.28,2.39,1.32,0.24,1.46
9,0.267,0.94,0.70,0.43,0.10,0.10,-0.07,-0.02,-0.10,0.05,-0.07,0.31,2.26,1.29,0.26,1.32
10,0.300,0.95,0.70,0.45,0.11,0.10,-0.08,-0.01,-0.12,0.01,-0.06,0.28,2.25,1.16,0.26,1.38
11,0.333,0.95,0.70,0.45,0.10,0.08,-0.09,-0.01,-0.15,0.03,-0.11,0.39,2.00,1.17,0.27,1.33
12,0.367,0.95,0.69,0.45,0.10,0.07,-0.09,-0.00,-0.14,0.04,-0.09,0.48,1.90,1.19,0.37,1.46
13,0.400,0.95,0.70,0.45,0.07,0.06,-0.05,-0.00,-0.18,0.06,-0.04,0.57,1.76,1.13,0.44,1.34
14,0.433,0.95,0.70,0.45,0.07,0.07,-0.08,-0.02,-0.15,0.04,-0.05,0.51,1.84,1.05,0.40,1.41
15,0.467,0.95,0.70,0.45,0.09,0.05,-0.08,-0.01,-0.18,0.06,-0.05,0.58,1.76,1.12,0.47,1.35
16,0.500,0.94,0.70,0.45,0.08,0.07,-0.07,-0.00,-0.17,0.04,-0.05,0.59,1.74,1.07,0.43,1.42
17,0.533,0.94,0.70,0.45,0.10,0.07,-0.08,-0.00,-0.18,0.04,0.01,0.55,1.68,1.06,0.46,1.41
18,0.567,0.94,0.70,0.44,0.06,0.06,-0.07,-0.00,-0.21,0.06,0.04,0.50,1.77,1.12,0.39,1.33
19,0.600,0.93,0.71,0.44,0.04,0.06,-0.07,-0.01,-0.18,0.05,-0.02,0.49,1.78,1.09,0.50,1.38
20,0.633,0.93,0.71,0.44,0.07,0.09,-0.06,-0.00,-0.17,0.04,-0.01,0.56,1.73,1.06,0.46,1.41
21,0.667,0.94,0.70,0.45,0.10,0.08,-0.07,0.00,-0.18,0.02,0.02,0.51,1.72,1.14,0.48,1.25
22,0.700,0.94,0.69,0.45,0.13,0.08,-0.08,0.02,-0.17,0.00,-0.02,0.52,1.79,1.23,0.49,1.20
23,0.733,0.94,0.69,0.46,0.11,0.10,-0.10,0.02,-0.21,-0.00,-0.08,0.70,1.73,1.07,0.45,1.34
24,0.767,0.95,0.70,0.46,0.11,0.10,-0.11,0.04,-0.18,0.02,-0.08,0.64,1.48,1.04,0.35,1.30
25,0.800,0.94,0.70,0.46,0.02,0.06,-0.09,0.04,-0.17,0.07,-0.10,0.49,1.55,1.13,0.36,1.38
26,0.833,0.95,0.70,0.47,-0.00,0.06,-0.06,0.03,-0.13,0.05,-0.11,0.49,1.46,1.05,0.34,1.52
27,0.867,0.95,0.70,0.47,0.05,0.04,-0.10,0.05,-0.13,0.00,-0.18,0.47,1.71,1.24,0.31,1.66
28,0.900,0.95,0.71,0.47,0.04,0.05,-0.08,0.02,-0.14,0.01,-0.16,0.37,1.75,1.20,0.25,1.56
29,0.933,0.95,0.69,0.47,0.20,0.08,-0.12,0.02,-0.12,-0.08,-0.14,0.40,1.78,0.95,0.18,1.71
30,0.967,0.95,0.67,0.47,0.17,0.07,-0.16,0.03,-0.12,-0.09,-0.18,0.35,1.81,0.98,0.23,1.76
31,1.000,0.95,0.68,0.47,0.12,0.04,-0.09,0.04,-0.10,-0.05,-0.20,0.37,2.04,1.14,0.26,1.82
32,1.033,0.95,0.70,0.48,0.07,0.06,-0.11,0.03,-0.13,-0.02,-0.21,0.34,2.02,1.28,0.23,1.84
33,1.067,0.95,0.71,0.48,0.02,0.05,-0.11,0.04,-0.11,-0.00,-0.22,0.39,1.96,1.30,0.23,1.75
34,1.100,0.95,0.71,0.49,0.02,0.05,-0.07,0.06,-0.12,-0.00,-0.23,0.49,1.99,1.33,0.26,1.74
35,1.133,0.95,0.71,0.48,0.04,0.06,-0.05,0.06,-0.13,-0.01,-0.23,0.60,2.04,1.24,0.38,1.76
36,1.167,0.96,0.71,0.49,0.08,0.08,-0.05,0.06,-0.17,-0.04,-0.21,0.64,2.02,1.24,0.33,1.81
37,1.200,0.95,0.70,0.49,0.01,0.05,-0.06,0.02,-0.12,-0.02,-0.20,0.49,1.93,1.14,0.41,1.76
38,1.233,0.95,0.70,0.49,0.01,0.05,-0.06,0.04,-0.14,-0.01,-0.21,0.52,1.86,1.18,0.41,1.91
39,1.267,0.95,0.71,0.49,0.02,0.05,-0.06,0.05,-0.11,-0.04,-0.18,0.47,1.87,1.14,0.35,1.86
40,1.300,0.95,0.70,0.49,0.03,0.04,-0.04,0.07,-0.10,-0.01,-0.24,0.42,1.88,1.27,0.33,1.78
41,1.333,0.95,0.70,0.49,0.03,0.04,-0.04,0.09,-0.11,-0.00,-0.22,0.39,1.87,1.26,0.44,1.71
42,1.367,0.94,0.69,0.49,0.07,0.05,-0.04,0.08,-0.13,-0.01,-0.27,0.56,1.86,1.20,0.54,1.75
43,1.400,0.94,0.69,0.49,0.08,0.07,-0.04,0.09,-0.16,-0.01,-0.24,0.63,1.80,1.17,0.60,1.66
44,1.433,0.95,0.69,0.49,0.06,0.06,-0.05,0.07,-0.15,0.01,-0.25,0.61,1.78,1.22,0.54,1.70
45,1.467,0.95,0.69,0.49,0.06,0.05,-0.05,0.07,-0.16,0.02,-0.25,0.55,1.82,1.21,0.65,1.68
46,1.500,0.94,0.69,0.49,0.04,0.06,-0.04,0.08,-0.16,0.04,-0.25,0.64,1.77,1.16,0.70,1.67
47,1.533,0.94,0.69,0.49,0.07,0.09,-0.07,0.09,-0.20,0.06,-0.23,0.75,1.63,1.05,0.86,1.73
48,1.567,0.95,0.68,0.49,0.06,0.07,-0.08,0.10,-0.17,0.02,-0.30,0.70,1.76,1.09,0.83,1.83
49,1.600,0.96,0.68,0.50,0.05,0.09,-0.08,0.09,-0.19,0.03,-0.27,0.66,1.66,1.02,0.93,1.75
50,1.633,0.96,0.68,0.49,0.06,0.08,-0.04,0.08,-0.18,0.02,-0.24,0.64,1.65,0.96,1.21,1.64
51,1.667,0.96,0.68,0.50,0.06,0.08,-0.05,0.09,-0.15,0.06,-0.08,0.59,1.21,0.66,1.18,1.58
52,1.700,0.95,0.67,0.49,0.02,0.09,-0.08,0.09,-0.18,0.03,-0.09,0.61,0.94,0.66,0.84,1.52
53,1.733,0.95,0.67,0.49,0.05,0.13,-0.08,0.08,-0.09,-0.00,-0.02,0.46,0.63,0.66,0.46,1.73
54,1.767,0.95,0.69,0.49,0.06,0.13,-0.08,0.09,-0.07,-0.02,0.02,0.42,0.56,0.66,0.57,1.82
55,1.800,0.95,0.68,0.49,0.05,0.11,-0.05,0.11,-0.08,-0.04,0.01,0.38,0.52,0.58,0.60,1.91
56,1.833,0.96,0.67,0.49,0.06,0.12,-0.06,0.10,-0.08,-0.04,-0.02,0.54,0.53,0.58,0.51,1.90
57,1.867,0.96,0.68,0.49,0.06,0.10,-0.03,0.10,-0.10,-0.02,-0.03,0.48,0.56,0.57,0.57,1.84
58,1.900,0.96,0.68,0.49,0.06,0.11,-0.08,0.09,-0.10,-0.03,-0.05,0.47,0.60,0.68,0.50,1.92
59,1.933,0.96,0.69,0.49,0.06,0.11,-0.08,0.09,-0.11,-0.03,-0.03,0.46,0.46,0.54,0.52,1.84
60,1.967,0.96,0.68,0.49,0.01,0.09,-0.08,0.09,-0.11,-0.03,-0.05,0.50,0.51,0.66,0.49,1.75
61,2.000,0.96,0.69,0.49,0.04,0.09,-0.08,0.10,-0.10,-0.04,-0.08,0.41,0.62,0.73,0.55,1.83
62,2.033,0.96,0.68,0.49,0.03,0.10,-0.09,0.08,-0.10,-0.03,-0.04,0.49,0.67,0.85,0.49,1.76
63,2.067,0.96,0.68,0.50,0.09,0.12,-0.05,0.11,-0.09,-0.02,-0.01,0.48,0.68,0.78,0.61,1.71
64,2.100,0.96,0.67,0.50,0.19,0.10,-0.07,0.12,-0.14,-0.07,0.00,0.52,0.74,0.63,0.72,1.73
65,2.133,0.95,0.65,0.50,0.20,0.11,-0.08,0.11,-0.11,-0.04,-0.08,0.54,0.87,0.74,0.74,1.71
66,2.167,0.95,0.65,0.50,0.18,0.10,-0.07,0.10,-0.12,-0.05,-0.11,0.67,1.07,0.68,0.97,1.67
67,2.200,0.95,0.65,0.50,0.20,0.10,-0.13,0.09,-0.12,-0.06,-0.22,0.68,1.49,0.93,0.65,1.56
68,2.233,0.96,0.66,0.50,0.14,0.04,-0.11,0.07,-0.16,-0.07,-0.24,0.48,1.57,0.96,0.34,1.64
69,2.267,0.95,0.67,0.50,0.17,-0.00,-0.11,0.04,-0.13,-0.04,-0.24,0.41,1.85,1.36,0.35,1.62
70,2.300,0.94,0.71,0.49,0.02,0.04,-0.10,0.03,-0.12,0.02,-0.17,0.23,1.93,1.37,0.19,1.57
