frame,timestamp,face_detection_confidence_score,pitch_indicative_ratio,yaw_indicative_ratio,AU1,AU2,AU4,AU5,AU6,AU9,AU12,AU15,AU17,AU20,AU25,AU26
1,0.000,0.95,0.78,0.74,0.50,0.55,0.05,0.17,0.65,0.06,0.21,0.58,0.68,0.03,-0.11,-0.14
2,0.033,0.94,0.78,0.75,0.45,0.53,0.03,0.18,0.69,0.05,0.21,0.67,0.75,0.05,-0.12,-0.15
3,0.067,0.95,0.77,0.75,0.48,0.58,-0.01,0.18,0.60,0.05,0.18,0.51,0.72,0.07,-0.08,-0.16
4,0.100,0.95,0.77,0.75,0.44,0.58,0.00,0.20,0.61,0.07,0.17,0.56,0.86,0.09,-0.07,-0.11
5,0.133,0.95,0.76,0.75,0.41,0.49,-0.04,0.15,0.72,0.04,0.20,0.64,0.78,0.07,-0.03,-0.14
6,0.167,0.95,0.77,0.75,0.48,0.59,-0.03,0.18,0.66,0.09,0.09,0.67,0.77,0.09,-0.06,-0.12
7,0.200,0.95,0.77,0.74,0.48,0.57,0.02,0.17,0.68,0.05,0.11,0.79,0.81,0.05,-0.05,-0.05
8,0.233,0.95,0.78,0.74,0.46,0.61,0.03,0.20,0.65,0.06,0.13,0.83,0.75,0.06,-0.08,-0.03
9,0.267,0.95,0.76,0.74,0.27,0.33,0.07,0.09,0.78,0.07,0.32,0.73,1.23,0.14,-0.12,0.04
10,0.300,0.95,0.78,0.73,0.28,0.35,0.05,0.14,0.78,0.02,0.20,0.86,1.21,0.13,-0.13,0.13
11,0.333,0.95,0.79,0.72,0.28,0.36,-0.03,0.15,0.69,0.06,0.12,0.88,1.29,0.13,-0.14,0.26
12,0.367,0.95,0.77,0.71,0.49,0.57,-0.10,0.22,0.68,0.07,0.23,0.78,1.17,0.13,-0.09,0.14
13,0.400,0.95,0.78,0.70,0.42,0.61,-0.06,0.27,0.75,0.00,0.16,0.77,1.32,0.16,-0.11,0.40
14,0.433,0.95,0.79,0.70,0.41,0.60,-0.03,0.26,0.73,0.04,0.10,0.83,1.22,0.13,-0.10,0.36
15,0.467,0.95,0.77,0.71,0.40,0.66,-0.06,0.21,0.68,0.03,0.10,0.80,1.29,0.19,-0.11,0.36
16,0.500,0.95,0.78,0.69,0.27,0.53,-0.01,0.13,0.65,0.01,0.15,0.90,1.33,0.13,-0.12,0.47
17,0.533,0.95,0.79,0.69,0.41,0.68,-0.10,0.29,0.64,0.02,0.21,0.89,1.07,0.14,-0.08,0.40
18,0.567,0.95,0.79,0.69,0.35,0.70,-0.08,0.25,0.57,-0.00,0.20,0.99,1.28,0.17,-0.11,0.35
19,0.600,0.96,0.76,0.70,0.39,0.79,-0.09,0.23,0.54,0.04,0.12,0.97,1.07,0.11,-0.05,0.24
20,0.633,0.95,0.76,0.70,0.23,0.47,-0.07,0.15,0.48,0.01,0.03,1.18,1.21,0.11,-0.04,0.23
21,0.667,0.95,0.76,0.71,0.33,0.48,-0.07,0.20,0.57,-0.01,0.09,1.04,1.32,0.13,-0.02,0.18
22,0.700,0.94,0.76,0.70,0.35,0.55,-0.00,0.19,0.69,-0.04,0.16,0.87,1.27,0.15,-0.03,0.19
23,0.733,0.95,0.76,0.70,0.30,0.55,-0.01,0.17,0.57,-0.04,0.08,0.98,1.25,0.13,-0.05,0.19
24,0.767,0.95,0.76,0.70,0.32,0.54,0.08,0.07,0.63,0.02,0.22,1.06,1.05,0.11,-0.04,0.21
