frame,timestamp,face_detection_confidence_score,pitch_indicative_ratio,yaw_indicative_ratio,AU1,AU2,AU4,AU5,AU6,AU9,AU12,AU15,AU17,AU20,AU25,AU26
1,0.000,0.89,0.53,0.64,0.63,0.10,0.02,-0.04,0.39,0.27,-0.01,0.30,0.92,-0.01,0.85,0.57
2,0.033,0.89,0.53,0.63,0.55,0.09,-0.09,-0.06,0.57,0.30,-0.01,0.26,0.80,-0.08,0.71,0.49
3,0.067,0.86,0.54,0.64,0.38,0.05,-0.06,-0.09,0.59,0.28,0.05,0.50,1.12,0.07,0.56,0.50
4,0.100,0.87,0.55,0.64,0.31,-0.07,0.07,-0.08,0.57,0.43,0.03,0.16,1.02,-0.03,0.64,0.50
5,0.133,0.88,0.54,0.64,0.56,0.01,-0.05,-0.05,0.51,0.31,-0.06,0.23,1.03,-0.01,0.85,0.67
6,0.167,0.89,0.55,0.63,0.97,0.25,-0.07,0.05,0.47,0.23,-0.08,0.31,1.07,0.02,0.67,0.64
7,0.200,0.89,0.54,0.62,0.99,0.26,-0.07,0.12,0.23,0.21,-0.08,0.26,0.98,-0.01,0.64,0.62
8,0.233,0.89,0.54,0.63,0.80,0.22,-0.06,0.13,0.14,0.17,-0.10,0.21,0.82,0.09,0.84,0.58
9,0.267,0.89,0.59,0.64,0.56,0.06,-0.15,0.03,0.03,0.05,0.07,0.14,0.37,0.02,1.15,0.62
10,0.300,0.89,0.56,0.64,0.77,0.27,-0.18,0.09,0.05,0.11,0.02,0.15,0.46,-0.03,0.96,0.57
11,0.333,0.90,0.58,0.64,0.80,0.27,-0.22,0.09,-0.03,0.10,-0.02,0.13,0.28,-0.05,0.44,0.47
12,0.367,0.90,0.58,0.63,1.03,0.35,-0.25,0.18,-0.06,-0.04,-0.04,0.17,0.37,-0.10,0.49,0.45
13,0.400,0.90,0.56,0.63,1.19,0.26,-0.09,0.40,0.16,0.08,0.01,0.13,0.78,-0.14,0.77,0.61
