frame,timestamp,face_detection_confidence_score,pitch_indicative_ratio,yaw_indicative_ratio,AU1,AU2,AU4,AU5,AU6,AU9,AU12,AU15,AU17,AU20,AU25,AU26
1,0.000,0.93,0.74,0.61,0.28,0.26,0.02,-0.04,2.00,0.28,3.03,0.08,0.15,0.40,4.10,1.84
2,0.033,0.93,0.74,0.61,0.25,0.27,0.00,-0.03,2.06,0.28,3.02,0.08,0.19,0.42,4.13,1.80
3,0.067,0.94,0.75,0.60,0.27,0.25,0.03,-0.03,2.08,0.29,3.03,0.11,0.16,0.44,4.18,1.88
4,0.100,0.94,0.74,0.61,0.22,0.19,0.10,-0.06,2.15,0.40,3.00,0.11,0.09,0.42,4.15,2.03
5,0.133,0.94,0.74,0.61,0.23,0.19,0.07,-0.07,2.22,0.42,3.08,0.11,0.10,0.45,4.30,1.94
6,0.167,0.94,0.74,0.61,0.28,0.21,0.07,-0.05,2.14,0.35,3.08,0.15,0.11,0.51,4.27,1.98
7,0.200,0.94,0.75,0.61,0.27,0.21,0.09,-0.02,2.22,0.37,3.04,0.15,0.13,0.53,4.38,1.97
8,0.233,0.94,0.75,0.61,0.28,0.20,0.09,-0.04,2.23,0.37,3.08,0.16,0.14,0.52,4.40,2.04
9,0.267,0.94,0.75,0.61,0.28,0.20,0.08,-0.05,2.26,0.36,3.12,0.18,0.15,0.54,4.42,2.06
10,0.300,0.94,0.75,0.61,0.27,0.20,0.08,-0.04,2.25,0.39,3.11,0.18,0.15,0.57,4.41,2.06
11,0.333,0.94,0.75,0.60,0.23,0.21,0.13,-0.04,2.48,0.50,3.04,0.19,0.13,0.59,4.44,2.20
12,0.367,0.95,0.76,0.60,0.25,0.18,0.15,0.01,2.39,0.52,3.06,0.19,0.11,0.61,4.46,2.24
13,0.400,0.95,0.76,0.60,0.30,0.26,0.16,0.06,2.35,0.42,3.16,0.22,0.10,0.67,4.48,2.24
14,0.433,0.95,0.76,0.60,0.37,0.32,0.12,0.07,2.24,0.40,3.20,0.22,0.08,0.66,4.53,2.24
15,0.467,0.95,0.76,0.60,0.36,0.31,0.14,0.11,2.30,0.42,3.19,0.22,0.07,0.65,4.54,2.23
16,0.500,0.95,0.76,0.60,0.36,0.34,0.12,0.08,2.37,0.41,3.16,0.22,0.06,0.70,4.49,2.40
17,0.533,0.95,0.76,0.60,0.34,0.30,0.17,0.08,2.36,0.46,3.12,0.25,0.05,0.69,4.42,2.43
18,0.567,0.97,0.75,0.60,0.31,0.28,0.13,0.04,2.45,0.45,3.09,0.21,0.07,0.68,4.46,2.27
19,0.600,0.97,0.75,0.61,0.33,0.32,0.08,0.07,2.53,0.41,3.19,0.17,0.06,0.65,4.62,2.18
20,0.633,0.97,0.75,0.61,0.31,0.31,0.11,0.08,2.58,0.38,3.21,0.17,0.06,0.65,4.63,2.15
21,0.667,0.97,0.75,0.60,0.25,0.22,0.11,0.06,2.52,0.40,3.18,0.17,0.04,0.64,4.66,2.24
22,0.700,0.97,0.75,0.60,0.30,0.24,0.14,0.07,2.58,0.39,3.18,0.18,0.04,0.61,4.62,2.19
23,0.733,0.97,0.75,0.60,0.27,0.24,0.13,0.05,2.54,0.40,3.22,0.21,0.04,0.65,4.64,2.14
24,0.767,0.97,0.76,0.60,0.31,0.28,0.16,0.09,2.57,0.38,3.23,0.19,0.06,0.63,4.60,2.15
25,0.800,0.97,0.75,0.60,0.34,0.33,0.13,0.05,2.49,0.43,3.27,0.23,0.08,0.65,4.54,2.21
26,0.833,0.97,0.75,0.59,0.33,0.30,0.11,0.04,2.58,0.40,3.18,0.23,0.11,0.60,4.52,1.93
27,0.867,0.97,0.74,0.59,0.21,0.16,0.10,-0.10,2.86,0.48,3.12,0.24,0.16,0.51,4.55,1.88
28,0.900,0.96,0.72,0.61,0.18,0.15,0.08,-0.12,3.19,0.42,3.08,0.18,0.26,0.54,4.62,1.48
29,0.933,0.96,0.70,0.67,0.19,0.20,0.02,-0.04,2.93,0.48,3.15,0.13,0.26,0.48,4.25,1.47
30,0.967,0.95,0.69,0.75,0.32,0.42,0.04,0.09,2.61,0.70,2.86,0.22,0.34,0.54,3.97,1.44
31,1.000,0.95,0.70,0.78,0.43,0.56,0.36,0.12,2.58,0.55,2.27,0.20,0.38,0.34,3.51,1.22
32,1.033,0.94,0.78,0.86,0.21,0.19,0.47,0.11,1.11,0.31,0.71,0.02,0.14,0.02,1.15,0.12
33,1.067,0.94,0.88,0.92,0.03,0.24,0.82,0.20,0.82,0.50,0.62,0.38,0.43,0.11,0.83,0.32
