frame,timestamp,face_detection_confidence_score,pitch_indicative_ratio,yaw_indicative_ratio,AU1,AU2,AU4,AU5,AU6,AU9,AU12,AU15,AU17,AU20,AU25,AU26
1,0.000,0.95,0.78,0.23,0.54,0.44,0.25,0.27,1.41,0.57,1.74,0.22,-0.07,0.01,3.11,1.67
2,0.033,0.95,0.78,0.23,0.62,0.53,0.28,0.26,1.23,0.52,1.66,0.17,-0.01,0.03,2.98,1.55
3,0.067,0.95,0.77,0.23,0.55,0.41,0.24,0.27,1.25,0.50,1.54,0.22,-0.05,0.01,3.07,1.48
4,0.100,0.95,0.78,0.23,0.50,0.41,0.27,0.28,1.23,0.52,1.47,0.23,0.01,0.00,2.97,1.59
5,0.133,0.95,0.80,0.22,0.59,0.49,0.29,0.28,1.16,0.54,1.42,0.28,-0.04,-0.02,2.99,1.75
6,0.167,0.95,0.78,0.23,0.51,0.43,0.25,0.28,1.26,0.54,1.53,0.24,0.00,0.02,3.04,1.63
7,0.200,0.95,0.79,0.22,0.57,0.47,0.28,0.33,1.15,0.52,1.43,0.26,-0.04,-0.00,3.02,1.70
8,0.233,0.95,0.80,0.23,0.61,0.53,0.29,0.35,1.17,0.53,1.38,0.30,-0.03,0.01,3.04,1.76
9,0.267,0.95,0.80,0.22,0.58,0.52,0.28,0.32,1.25,0.49,1.43,0.29,-0.02,0.02,3.02,1.71
10,0.300,0.95,0.79,0.22,0.54,0.43,0.25,0.29,1.15,0.50,1.35,0.29,-0.01,0.00,3.03,1.55
11,0.333,0.94,0.79,0.22,0.56,0.50,0.25,0.30,1.09,0.50,1.34,0.32,-0.02,0.02,3.00,1.53
12,0.367,0.94,0.79,0.22,0.51,0.42,0.38,0.33,1.06,0.53,1.15,0.38,0.01,0.03,2.92,1.28
13,0.400,0.94,0.79,0.22,0.52,0.45,0.37,0.34,1.11,0.53,1.13,0.41,-0.06,0.01,2.98,1.53
14,0.433,0.94,0.77,0.22,0.48,0.44,0.41,0.21,0.99,0.55,0.82,0.42,-0.03,-0.04,2.95,1.49
15,0.467,0.93,0.73,0.22,0.48,0.49,0.39,0.13,1.02,0.55,0.95,0.39,0.05,0.03,2.91,1.59
16,0.500,0.92,0.73,0.22,0.57,0.49,0.37,0.11,0.89,0.40,0.96,0.28,-0.05,0.03,2.89,1.56
17,0.533,0.95,0.71,0.24,0.78,0.77,0.32,0.10,0.93,0.42,0.96,0.20,-0.08,0.07,3.17,1.75
18,0.567,0.97,0.72,0.28,1.26,1.27,0.19,0.13,0.95,0.25,1.40,0.05,-0.04,0.25,3.25,1.71
19,0.600,0.97,0.72,0.31,0.94,1.13,0.18,0.16,0.90,0.30,1.40,0.10,-0.06,0.23,3.55,1.77
20,0.633,0.97,0.72,0.34,0.77,0.80,0.03,0.12,0.95,0.29,1.30,0.10,-0.01,0.25,3.41,1.76
21,0.667,0.97,0.73,0.36,0.46,0.42,0.05,0.08,1.07,0.32,1.31,0.07,0.00,0.20,3.45,1.72
22,0.700,0.96,0.71,0.38,0.38,0.39,0.08,0.07,1.28,0.41,1.28,0.10,0.02,0.22,3.43,1.71
23,0.733,0.96,0.72,0.39,0.34,0.42,0.18,0.05,1.49,0.39,1.30,0.09,0.04,0.23,3.49,1.63
24,0.767,0.96,0.73,0.42,0.61,0.70,0.03,-0.04,1.43,0.34,1.47,0.09,0.08,0.23,3.51,1.66
25,0.800,0.96,0.72,0.44,0.59,0.71,0.02,-0.02,1.42,0.33,1.39,0.12,0.03,0.21,3.40,1.61
26,0.833,0.96,0.73,0.45,0.79,0.96,0.08,-0.01,1.38,0.34,1.46,0.12,0.03,0.22,3.37,1.74
27,0.867,0.97,0.72,0.45,0.66,0.91,0.15,0.04,1.40,0.33,1.50,0.08,0.04,0.25,3.38,1.65
28,0.900,0.96,0.72,0.45,0.55,0.68,0.12,0.03,1.49,0.35,1.36,0.10,0.06,0.30,3.38,1.69
29,0.933,0.95,0.73,0.45,0.54,0.76,0.18,0.07,1.41,0.38,1.32,0.10,0.04,0.26,3.32,1.81
30,0.967,0.95,0.72,0.47,0.56,0.74,0.11,0.07,1.33,0.35,1.32,0.08,0.02,0.26,3.36,1.75
31,1.000,0.96,0.72,0.47,0.61,0.70,0.05,0.09,1.31,0.33,1.30,0.09,0.03,0.22,3.32,1.74
32,1.033,0.96,0.72,0.49,0.72,0.74,0.03,0.15,1.13,0.34,1.32,0.09,0.03,0.23,3.29,1.60
33,1.067,0.96,0.73,0.49,0.84,0.82,-0.02,0.15,0.92,0.33,1.31,0.06,0.01,0.18,3.25,1.56
34,1.100,0.96,0.73,0.50,0.80,0.76,-0.06,0.13,0.91,0.29,1.28,0.09,0.05,0.15,3.25,1.53
35,1.133,0.96,0.73,0.51,0.76,0.75,-0.10,0.16,0.78,0.25,1.16,0.05,0.06,0.16,3.25,1.52
36,1.167,0.95,0.73,0.50,0.54,0.49,-0.16,0.10,0.81,0.22,1.14,0.05,0.07,0.12,3.28,1.49
37,1.200,0.96,0.73,0.51,0.47,0.45,-0.19,0.13,0.82,0.25,1.07,0.09,0.03,0.11,3.22,1.55
38,1.233,0.96,0.74,0.51,0.56,0.56,-0.19,0.19,0.73,0.24,0.90,0.07,0.06,0.11,3.20,1.58
39,1.267,0.95,0.74,0.53,0.53,0.56,-0.22,0.17,0.80,0.25,0.79,0.05,0.11,0.08,3.16,1.62
40,1.300,0.96,0.74,0.52,0.47,0.42,-0.17,0.13,0.73,0.24,0.82,0.06,0.09,0.07,3.14,1.54
41,1.333,0.95,0.74,0.53,0.50,0.43,-0.18,0.12,0.67,0.23,0.73,0.06,0.07,0.09,3.12,1.53
42,1.367,0.95,0.74,0.54,0.46,0.42,-0.17,0.15,0.71,0.23,0.82,0.04,0.09,0.06,3.07,1.66
43,1.400,0.95,0.74,0.54,0.48,0.44,-0.20,0.19,0.74,0.20,0.81,0.04,0.08,0.06,3.08,1.56
